Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
77776,N,,38,0,M,BCR,STE,F,"338,2966154",01/04/2005,01/09/2012,21/09/2016,"2289,530769"
77780,N,,52,8,M,HGH,PVE,F,"296,2169231",31/08/1985,04/05/2006,17/07/2008,"2268,491692"
77786,N,,58,0,W,HGH,RET,F,250,15/02/1959,16/12/2001,28/09/2016,"231,0816923"
77790,N,,48,12,M,HGH,STE,M,"446,4461538",17/04/2002,09/01/1989,28/04/2005,"7629,000615"
77793,N,,59,13,M,BCR,SFE,F,"348,7153846",01/02/1992,01/01/2006,29/01/2004,"919,6906154"
77794,N,,45,11,M,BCR,STE,F,"372,2816154",01/01/2007,23/11/1998,18/11/2005,"7692,307692"
77796,N,,33,9,S,HGH,PVE,M,"656,8538462",28/10/1984,12/01/2015,21/09/2007,"8852,307692"
77800,N,,33,4,M,HGH,PVE,M,"393,0307692",11/01/1984,06/08/2013,10/06/2013,"4577,400385"
77803,N,,54,14,M,HGH,PVE,M,"446,7773077",01/08/1992,25/06/1990,13/01/2003,"4269,468231"
77807,N,,42,9,D,HGH,PVE,M,"707,9413846",01/01/1980,27/12/2007,03/10/2007,"4615,384615"
77808,N,,71,3,W,HGH,RET,F,"219,9183077",01/01/2001,01/10/9999,12/05/2014,"1931,412"
77810,N,,59,1,M,BCR,RET,F,"261,5384615",11/08/1978,14/09/2001,27/06/2016,"68,38461538"
77811,N,,61,7,S,HGH,RET,F,"221,8605385",01/03/1973,01/10/9999,11/01/2010,"4816,233615"
77813,N,,40,11,M,BCR,STE,F,"291,6461538",01/01/1977,18/03/2005,12/01/2006,0
77817,N,,64,2,M,HGH,PVE,M,"241,3230769",21/02/1989,01/09/2014,25/05/2015,"1783,128615"
77819,N,,29,2,S,HGH,PVE,M,"295,6461538",02/02/1988,20/01/2016,16/01/2015,"2268,491692"
77836,N,,59,0,M,HGH,STE,F,"244,4602308",05/07/1968,10/07/1981,19/09/2016,"2268,491692"
77844,N,,34,4,S,HGH,PVE,F,"242,0396154",01/01/2000,19/11/2013,14/11/2012,"4577,400385"
77845,N,,48,2,M,HGH,STE,F,"169,759",01/01/1994,22/01/2001,23/09/2014,"2629,266308"
77849,N,,57,8,M,HGH,PVE,F,"318,644",01/08/1998,01/08/2008,27/10/2008,"1545,067231"
77852,N,,28,2,M,HGH,PVE,M,"166,7524615",01/02/2011,03/12/2012,16/10/2014,"2288,700154"
77857,N,,39,12,M,BCR,OTH,F,"821,6115385",01/08/1997,04/04/2005,20/04/2005,"4768,435846"
77861,N,,67,6,D,HGH,RET,F,"199,1492308",01/05/1998,01/10/9999,24/03/2011,"2265,450923"
77876,N,,62,9,M,BCR,STE,F,"370,8384615",01/07/2005,20/12/2004,24/12/2007,"229,8013077"
77883,N,,30,2,M,HGH,PVE,F,"277,6307692",19/05/1987,01/01/2012,26/05/2015,"404,0769231"
77888,N,,63,4,M,BCR,RET,F,"289,9507692",28/10/1989,01/10/9999,24/09/2012,"3024,655615"
77891,N,,42,15,M,MAS,STE,M,"730,1455385",01/09/2005,01/09/2005,01/06/2002,"381,4500769"
77892,N,,49,4,M,HGH,STE,M,"873,0153077",01/01/1987,30/12/1996,10/08/2012,"813,1933077"
77893,N,,60,12,D,BCR,STE,F,"507,6539231",26/04/1988,01/06/2010,09/09/2004,"399,8654615"
77898,N,,37,11,M,HGH,PVE,M,"361,2769231",08/05/2008,01/09/1998,08/04/2006,"4779,301077"
77899,N,,62,12,M,PRS,RET,F,"137,9793846",15/10/2004,01/10/9999,17/06/2005,"2371,153846"
77903,N,,56,0,M,HGH,STE,F,"342,9071538",02/12/1981,30/10/1983,16/09/2016,"2268,491692"
77912,N,,43,12,M,HGH,PVE,M,"547,5230769",01/06/2006,01/09/2004,01/06/2005,"6485,523462"
77916,N,,70,10,M,HGH,RET,F,"223,7583077",10/01/1982,01/10/9999,16/03/2007,"987,9807692"
77918,N,,30,2,M,HGH,PVE,F,"189,9076923",10/02/2009,01/01/2015,28/11/2014,"2173,557692"
77919,N,,39,10,S,BCR,STE,M,"469,5609231",30/10/1978,04/10/2013,27/07/2006,"2307,692308"
77921,N,,47,13,D,BCR,STE,F,"769,5334615",27/07/2001,02/12/1997,10/05/2004,"7692,307692"
77928,N,,47,15,M,BCR,PVE,F,"2370,844154",19/04/2001,24/12/2001,20/12/2001,"3443,729154"
77933,N,,27,5,M,HGH,PVE,F,"189,2615385",23/01/1990,01/08/2012,27/06/2012,"4864,142615"
77940,N,,64,10,M,HGH,RET,M,"315,3303077",01/01/1987,01/10/9999,20/03/2007,"1580,769231"
77944,N,,53,2,M,HGH,PVE,M,"330,7692308",01/01/2000,26/10/2011,09/01/2015,"987,9807692"
77949,N,,65,3,W,HGH,RET,M,"191,6323846",01/01/2007,12/07/1999,24/04/2014,"5061,777538"
77951,N,,31,5,S,PRS,PVE,M,"317,6771538",01/01/2015,15/09/2006,14/07/2011,"2288,700154"
77954,N,,63,6,M,BCR,RET,M,"461,4547692",08/02/1998,01/10/9999,14/07/2010,"2300,115769"
77958,N,,37,1,S,HGH,PVE,F,"240,4923077",16/02/1980,01/09/2014,23/07/2015,"2304,192769"
77960,N,,37,11,D,HGH,PVE,M,"371,8981538",28/08/1980,19/09/2005,19/09/2005,"3307,692308"
77967,N,,43,0,M,HGH,RET,M,"163,1787692",02/08/1974,01/10/9999,03/10/2016,"2307,692308"
77970,N,,60,0,M,HGH,RET,M,"376,0384615",01/05/1987,01/10/9999,04/10/2016,"7692,307692"
77972,N,,55,13,M,BCR,STE,M,"921,1892308",01/01/1983,10/12/1990,19/02/2004,"2268,491692"
77974,N,,53,11,M,HGH,PVE,M,"178,6253846",10/01/1964,01/06/2014,26/09/2005,"2307,692308"
77976,N,,39,0,M,HGH,STE,F,"284,4017692",30/12/2007,06/07/2015,22/08/2016,"395,8064615"
77981,N,,54,3,M,HGH,STE,F,"195,3056154",07/07/1997,09/06/2014,26/08/2013,"3943,899385"
77989,N,,63,0,S,HGH,RET,F,"230,7692308",15/10/1983,16/12/2001,28/09/2016,"236,8207692"
77991,N,,43,2,S,BCR,STE,M,"444,4153846",01/07/1991,29/06/2010,15/08/2014,"1301,109231"
77995,N,,30,6,M,BCR,STE,M,"651,0692308",28/05/1987,03/09/2014,07/02/2011,"2307,692308"
77997,N,,61,11,M,BCR,RET,F,"312,5246154",08/05/2000,01/10/9999,07/02/2006,"2371,153846"
78000,N,,37,0,M,PRS,STE,F,"346,1538462",01/01/2000,01/01/2002,15/09/2016,"273,2653846"
78005,N,,28,7,M,HGH,PVE,F,"195,8769231",01/06/2012,10/07/2010,30/09/2009,"5696,743615"
78010,N,,44,1,M,HGH,STE,M,"593,5923077",06/09/1973,15/12/1992,19/08/2015,"2268,491692"
78011,N,,54,10,M,HGH,PVE,M,"332,1535385",01/06/1995,01/10/9999,31/08/2006,"769,2307692"
78014,N,,40,10,M,PRS,PVE,M,"553,4220769",18/05/1977,22/12/1998,08/11/2006,"356,5384615"
78015,N,,44,3,M,HGH,STE,F,"295,4846154",01/01/1992,02/02/2011,01/08/2013,"813,1933077"
78019,N,,64,11,M,HGH,RET,F,"290,0531538",01/01/1984,01/10/9999,05/09/2005,"474,2307692"
78028,N,,57,12,M,BCR,STE,F,"302,8923077",21/04/1984,15/01/2001,15/09/2004,"900,0476923"
78035,N,,43,3,M,HGH,PVE,M,"258,5384615",01/08/2010,01/08/2016,11/04/2014,"4830,022308"
78037,N,,40,7,M,HGH,PVE,F,"195,1307692",29/10/1999,01/05/2005,01/10/2009,"4884,615385"
78043,N,,30,6,M,HGH,PVE,M,"225,8243846",22/05/1987,07/12/2009,18/02/2011,"2307,692308"
78049,N,,42,12,M,BCR,STE,F,"357,1908462",01/12/2007,01/09/2004,11/06/2005,"2288,700154"
78050,N,,64,6,M,HGH,RET,F,"330,4576154",01/09/1995,01/10/9999,31/05/2011,"5366,711538"
78054,N,,34,4,M,HGH,STE,M,"533,2153846",22/02/1984,15/12/2004,02/07/2013,"2288,700154"
78055,N,,40,0,S,HGH,STE,F,"288,0569231",25/06/1977,05/10/2005,29/09/2016,"2307,692308"
78056,N,,47,11,M,HGH,PVE,F,"282,4359231",01/09/2003,01/07/2016,04/01/2006,"2957,460846"
78058,N,,67,4,M,HGH,RET,M,"326,4923077",01/06/1954,01/10/9999,20/07/2012,"2371,153846"
78065,N,,67,6,W,HGH,RET,F,"202,8498462",01/01/1987,01/10/9999,19/10/2010,"4663,269231"
78067,N,,54,0,S,HGH,RET,F,"253,8461538",07/04/2007,16/12/2001,28/09/2016,"140,7138462"
78069,N,,30,9,S,HGH,PVE,M,"182,482",12/10/1995,01/03/2011,11/01/2008,"2234,876385"
78071,N,,34,1,S,BCR,PVE,M,"1045,513231",01/01/1992,01/09/2010,30/10/2015,"4577,400385"
78074,N,,43,10,M,HGH,PVE,M,"769,8652308",01/01/1982,20/12/2006,31/10/2006,"4615,384615"
78079,N,,49,3,W,HGH,RET,F,"243,8461538",10/08/1985,11/12/1998,23/09/2013,"207,1566154"
78081,N,,69,5,M,BCR,RET,M,"200,2240769",01/06/1985,01/10/9999,18/10/2011,"2668,223846"
78084,N,,47,0,M,HGH,STE,F,"269,2307692",01/05/1993,01/05/2008,30/09/2016,"158,3823077"
78086,N,,57,2,M,HGH,PVE,F,"192,3076923",07/07/1987,01/10/9999,11/07/2014,"2288,700154"
78092,N,,67,3,M,HGH,RET,M,"211,297",01/01/1964,01/10/9999,08/04/2014,"5143,681385"
78094,N,,37,4,M,HGH,PVE,F,"189,4538462",17/04/1980,29/10/2010,10/05/2013,"3776,490154"
78098,N,,45,1,M,HGH,STE,M,"194,6153846",09/12/1972,21/02/2013,20/06/2016,"2307,692308"
78108,N,,30,1,S,HGH,PVE,M,"212,8205385",07/07/1987,01/09/2015,07/06/2016,"2307,692308"
78111,N,,51,0,M,BCR,STE,F,"1051,1",01/12/2004,01/10/9999,28/09/2016,"3846,153846"
78114,N,,55,9,W,HGH,PVE,M,300,09/02/1962,01/07/1989,10/07/2007,"474,5923077"
78120,N,,45,9,M,HGH,PVE,M,"259,1307692",01/10/1994,01/10/2007,15/10/2007,"384,6153846"
78122,N,,70,11,M,HGH,RET,M,"272,2652308",01/01/1954,01/10/9999,09/03/2006,"1160,798615"
78125,N,,68,11,M,HGH,RET,F,"337,3549231",30/09/1997,01/10/9999,31/08/2005,"1580,769231"
78127,N,,66,1,M,HGH,RET,F,"258,8415385",01/06/1978,13/06/2001,26/03/2016,"4900,384615"
78129,N,,44,2,M,BCR,STE,F,"307,8056154",01/03/1994,25/03/1998,03/02/2015,"7629,000615"
78133,N,,45,13,M,HGH,STE,M,"718,8461538",15/08/2002,01/07/1992,26/06/2004,"2307,692308"
78134,N,,34,10,S,BCR,PVE,M,"366,8538462",17/05/1983,01/10/9999,20/12/2006,"111,3923077"
78141,N,,64,4,M,HGH,RET,M,"264,0666923",01/09/1992,01/10/9999,24/12/2012,"1606,188077"
78147,N,,33,0,M,HGH,STE,M,"365,3982308",03/08/2015,24/05/2004,08/09/2016,"2288,700154"
78149,N,,34,4,S,HGH,PVE,F,"187,4153846",01/09/2006,01/08/2016,10/04/2013,"2307,692308"
78152,N,,61,11,D,HGH,RET,F,"247,1138462",01/09/2004,01/10/9999,07/09/2005,"4427,506538"
78154,N,,52,0,M,HGH,STE,F,"504,1027692",01/01/1988,01/11/1985,16/09/2016,"4536,983462"
78155,N,,39,13,M,HGH,PVE,F,"175,3692308",01/01/2010,01/12/2013,29/10/2003,"2288,700154"
78157,N,,27,3,M,HGH,PVE,M,"219,2261538",24/01/2014,01/12/2015,30/01/2014,"2307,692308"
78158,N,,69,5,W,BCR,RET,F,"209,307",24/01/2005,01/10/9999,21/04/2012,"3531,472692"
78159,N,,40,0,M,HGH,PVE,M,"232,4384615",16/11/1977,01/10/9999,23/09/2016,"1153,846154"
78160,N,,37,1,M,BCR,STE,F,"359,9640769",20/10/2002,01/10/2010,11/04/2016,"74,97684615"
78172,N,,54,11,M,HGH,PVE,F,"224,5615385",22/06/2014,01/01/2013,24/12/2005,"2288,700154"
78173,N,,41,4,M,HGH,PVE,F,"182,4016154",01/01/2006,01/07/2008,20/02/2013,"5372,467462"
78176,N,,57,3,W,HGH,STE,M,"342,2615385",13/01/1960,29/04/1986,05/02/2014,"2288,700154"
78183,N,,39,0,M,HGH,PVE,M,"474,3039231",15/08/2006,01/07/2016,28/09/2016,"424,7561538"
78191,N,,53,1,M,HGH,PVE,F,"191,4307692",01/05/2000,01/08/2011,04/08/2015,"4307,692308"
78192,N,,62,1,M,HGH,RET,M,"242,3206154",01/01/1995,01/10/9999,15/07/2015,"4505,192308"
78194,N,,50,11,M,HGH,STE,M,"338,0479231",20/01/1979,05/04/1995,01/08/2005,"2318,514923"
78199,N,,47,12,M,BCR,STE,F,"487,5793846",01/01/1999,22/01/1996,19/05/2005,"5824,767308"
78202,N,,56,13,M,HGH,PVE,F,"375,4153846",01/01/1997,01/01/2011,02/07/2004,"9406,623462"
78220,N,,59,14,S,BCR,STE,F,"789,6230769",01/07/2005,25/06/2002,02/06/2003,"2974,951923"
78224,N,,48,9,M,HGH,PVE,F,"186,5153846",18/09/1969,01/04/2009,08/10/2007,"1526,432231"
78225,N,,46,11,M,HGH,STE,M,"234,1",21/08/1971,01/01/2011,24/01/2006,"5216,242154"
78231,N,,25,5,M,HGH,PVE,F,"275,9567692",01/01/2013,04/06/2012,31/05/2012,"813,1933077"
78235,N,,63,0,W,HGH,RET,F,"210,6496923",01/08/1975,01/10/9999,21/09/2016,"1738,846154"
78239,N,,33,1,S,HGH,PVE,F,"169,2307692",01/01/1995,20/12/2011,29/02/2016,"237,6130769"
78241,N,,25,4,M,HGH,STE,M,"365,6363077",05/07/2010,02/07/2012,17/04/2013,"2288,700154"
78242,N,,44,12,M,HGH,PVE,F,"547,0250769",01/01/2001,01/08/2004,20/08/2004,"6923,076923"
78243,N,,35,5,M,BCR,PVE,F,"171,5384615",18/04/2010,01/11/2004,23/03/2012,"4189,038462"
78244,N,,62,1,M,HGH,RET,M,"220,4533077",01/01/2006,01/10/9999,26/11/2015,"3180,658615"
78247,N,,42,7,M,BCR,PVE,F,"590,7062308",01/06/1992,01/01/2005,18/03/2010,"2307,692308"
78254,N,,32,3,M,BCR,STE,F,"423,0769231",08/06/1985,01/08/2009,18/09/2013,"403,0469231"
78262,N,,47,3,M,SEC,PVE,M,"231,3038462",05/12/2004,18/11/2010,26/05/2014,"5563,904615"
78263,N,,62,11,M,HGH,RET,F,"187,3450769",15/07/1987,01/10/9999,28/02/2006,"1608,304385"
78264,N,,30,2,S,BCR,PVE,M,"208,3153846",10/12/2000,01/05/2015,26/05/2015,"2288,700154"
78265,N,,63,0,M,HGH,RET,M,"143,9544615",01/10/9999,01/10/9999,13/09/2016,"76,089"
78267,N,,46,2,M,HGH,PVE,M,"653,8461538",10/09/1971,01/01/1994,19/09/2014,"244,3001538"
78270,N,,50,11,M,HGH,PVE,F,"273,0769231",01/01/1993,01/09/2005,04/10/2005,"6679,428385"
78272,N,,59,0,M,HGH,PVE,F,"172,5",01/09/1978,01/01/2009,28/09/2016,"2307,692308"
78273,N,,71,9,M,HGH,RET,M,"469,3922308",01/01/1974,26/02/2006,01/07/2008,"793,5461538"
78278,N,,38,9,M,HGH,PVE,M,"314,8927692",22/11/1979,01/04/2011,02/10/2007,"2371,153846"
78281,N,,61,2,M,HGH,RET,M,"192,2868462",05/10/1956,01/10/9999,17/04/2015,"2961,429"
78285,N,,67,3,M,HGH,RET,M,"198,8783077",01/02/1972,01/10/9999,28/08/2013,"3398,653846"
78286,N,,46,12,M,HGH,STE,F,"201,9201538",28/09/1971,19/08/2014,10/06/2005,"4144,752538"
78287,N,,35,2,M,BCR,PVE,M,"695,3249231",01/01/2002,01/07/2012,27/01/2015,"4615,384615"
78289,N,,39,5,M,BCR,OTH,M,"231,1461538",01/10/9999,01/10/9999,12/03/2012,"1153,846154"
78290,N,,53,0,M,BCR,STE,M,"527,8692308",01/09/1970,01/10/9999,28/09/2016,"2076,923077"
78295,N,,51,3,M,BCR,STE,M,"298,3447692",01/01/2012,01/08/2011,12/08/2013,"2268,491692"
78305,N,,31,11,M,HGH,PVE,F,"337,7692308",13/11/2008,24/01/2009,20/12/2005,"893,2453077"
78308,N,,50,9,M,PRS,PVE,F,"274,2132308",22/08/2007,20/02/2002,31/07/2007,"2268,491692"
78309,N,,23,4,S,HGH,PVE,M,"270,7153846",14/08/1994,01/04/2015,28/05/2013,"2371,153846"
78310,N,,44,10,S,HGH,STE,F,"291,8783077",01/01/1980,09/03/2001,14/11/2006,"2307,692308"
78311,N,,27,1,S,BCR,PVE,M,"210,7991538",04/06/1990,01/10/2014,03/02/2016,"4285,704"
78312,N,,28,6,M,HGH,PVE,F,"171,3615385",22/03/2011,10/09/2014,23/11/2010,"762,1953077"
78317,N,,50,10,M,HGH,PVE,M,"184,6153846",01/09/1998,01/05/2015,17/03/2007,"2307,692308"
78321,N,,62,0,W,HGH,OTH,F,"167,4356923",01/10/9999,01/10/9999,04/10/2016,"2692,307692"
78322,N,,57,10,M,BCR,STE,F,"391,5073846",01/08/1978,23/09/1983,23/10/2006,"8215,452846"
78331,N,,28,1,M,HGH,PVE,M,"288,0769231",20/06/1989,01/06/2007,14/07/2015,"81,96923077"
78334,N,,57,4,D,BCR,STE,F,"499,9384615",01/01/2010,15/09/2003,30/07/2012,"2288,700154"
78336,N,,40,11,M,HGH,PVE,M,"767,7433846",28/02/1977,01/10/2006,03/08/2005,"307,6923077"
78337,N,,40,3,S,BCR,PVE,F,"1423,272538",01/05/2014,14/03/2016,20/09/2013,"7692,307692"
78358,N,,57,11,M,BCR,STE,F,"320,3571538",11/07/1981,01/09/1987,20/09/2005,"2307,692308"
78365,N,,58,11,S,BCR,RET,F,"228,6307692",01/01/1980,01/12/1978,04/11/2005,"2307,692308"
78366,N,,36,0,S,HGH,RET,M,"626,9772308",30/11/1981,01/10/9999,20/09/2016,"7692,307692"
78368,N,,59,5,M,HGH,RET,F,"180,6579231",01/01/1982,01/10/9999,08/07/2011,"4887,934462"
78376,N,,37,8,M,BCR,SFE,F,"247,1769231",01/01/1992,10/03/2008,18/11/2008,"3975,836769"
78382,N,,53,12,S,BCR,RET,F,"150,3786154",01/03/2005,01/10/9999,17/07/2004,"527,4996154"
78386,N,,34,6,S,HGH,PVE,M,"227,9076923",01/01/1992,01/07/2014,13/09/2010,"3739,939538"
78393,N,,31,4,M,HGH,PVE,M,"343,6008462",30/11/2012,01/11/2013,21/02/2013,"5390,083154"
78395,N,,70,8,M,BCR,RET,M,"249,382",06/02/1947,01/10/9999,29/08/2008,"1545,129538"
78397,N,,56,0,M,HGH,PVE,F,"201,9692308",30/12/1961,05/09/2015,26/09/2016,"2307,692308"
78403,N,,58,0,M,HGH,STE,M,"272,7862308",20/09/1959,01/04/1982,20/09/2016,"2307,692308"
78404,N,,69,6,M,HGH,RET,M,"976,4820769",01/01/2005,01/10/9999,30/06/2011,"5332,523769"
78405,N,,48,0,M,HGH,STE,M,"431,3482308",01/05/1977,01/05/2012,22/09/2016,"4615,384615"
78408,N,,36,3,M,BCR,PVE,F,"194,1",31/05/1981,01/08/2013,17/10/2013,"4955,399077"
78409,N,,57,13,M,BCR,PVE,M,"695,6384615",01/07/1961,01/01/2002,08/08/2003,"5477,638077"
78412,N,,40,1,M,HGH,PVE,F,"238,9052308",03/04/2002,01/11/2015,06/06/2016,"304,88"
78420,N,,63,12,M,HGH,RET,M,"287,0153846",05/08/1954,01/10/9999,27/05/2005,"2268,491692"
78431,N,,48,8,M,HGH,PVE,F,"172,5659231",01/02/2008,17/06/2012,26/08/2008,"2868,915231"
78432,N,,26,1,S,HGH,PVE,M,"192,4384615",01/01/2000,21/07/2015,28/03/2016,"1538,461538"
78441,N,,63,2,M,HGH,RET,F,"208,4746154",01/01/1976,01/10/9999,26/03/2015,"4473,198769"
78442,N,,58,13,M,HGH,PVE,M,"298,2307692",01/05/1992,14/09/1983,22/04/2004,"4709,946077"
78447,N,,66,12,M,HGH,RET,M,"256,9874615",06/12/1987,01/10/9999,25/03/2005,"4080,812846"
78449,N,,53,9,M,PRS,STE,M,"203,9615385",27/03/1964,15/09/1982,21/02/2008,"4820,321462"
78453,N,,35,11,M,HGH,PVE,M,"305,1768462",01/12/2012,01/06/2005,27/08/2005,"980,3603077"
78464,N,,67,0,M,HGH,RET,M,"264,3529231",17/07/1950,01/10/9999,12/09/2016,0
78471,N,,57,10,M,HGH,PVE,M,"315,3846154",19/09/2003,11/10/2004,23/06/2007,"463,3177692"
78472,N,,57,11,M,HGH,STE,F,"240,8384615",01/01/1983,01/07/2007,31/10/2005,"4615,384615"
78475,N,,34,12,S,PHD,STE,M,"442,0596154",01/10/2005,01/10/2011,24/02/2005,"2339,538462"
78477,N,,50,3,M,HGH,PVE,M,"396,9132308",01/09/1981,13/05/2008,05/12/2013,"4346,868462"
78482,N,,64,11,M,HGH,RET,F,"151,7775385",01/01/1998,01/10/9999,31/08/2005,"3845,381385"
78483,N,,60,4,S,BCR,RET,F,"267,1276923",12/06/1994,06/10/1997,19/07/2012,"6329,995231"
78486,N,,53,1,M,HGH,PVE,M,"264,419",01/01/1996,06/02/2016,17/02/2016,"2288,700154"
78491,N,,55,0,M,HGH,STE,M,"406,8769231",01/07/1996,05/08/1996,26/09/2016,"2268,491692"
78494,N,,54,13,M,HGH,PVE,F,"807,2384615",20/05/1989,15/03/2008,26/01/2004,"2268,491692"
78504,N,,42,12,M,HGH,STE,M,"423,0769231",01/06/2006,10/03/1994,25/03/2005,"410,1301538"
78505,N,,51,11,M,BCR,STE,F,"380,3639231",29/08/1993,10/10/2000,27/09/2005,"543,3816923"
78507,N,,44,3,M,HGH,PVE,F,"166,4076923",11/04/2007,16/12/2014,24/06/2014,"76,92307692"
78509,N,,35,0,M,BCR,PVE,M,"384,6153846",15/12/1982,01/01/2006,27/09/2016,"276,2291538"
78513,N,,51,9,M,PRS,STE,M,"254,1794615",01/05/1975,20/12/1999,11/03/2008,"2307,692308"
78525,N,,70,8,D,HGH,RET,M,"142,1847692",01/06/2008,01/10/9999,25/08/2008,"2758,442308"
78535,N,,56,11,M,BCR,PVE,F,"1329,246154",06/05/1987,09/11/2015,26/09/2005,"2307,692308"
78536,N,,50,12,M,PRS,PVE,M,"396,3347692",01/01/1992,01/07/2016,16/07/2004,"1598,627462"
78540,N,,45,12,M,HGH,STE,M,"623,0769231",15/06/1999,01/07/1992,08/07/2004,"140,7138462"
78541,N,,54,11,D,HGH,PVE,F,"230,7692308",15/04/1963,01/01/1982,06/04/2006,"2268,491692"
78543,N,,45,3,D,HGH,PVE,F,"207,5788462",01/01/1999,08/03/1999,12/06/2014,"729,2434615"
78545,N,,36,11,M,HGH,PVE,M,"252,8384615",20/02/1981,05/03/2008,14/03/2006,"959,4488462"
78552,N,,43,10,M,BCR,STE,F,"233,3384615",08/06/1996,10/06/2013,10/04/2007,"1134,245846"
78567,N,,32,4,S,HGH,PVE,M,"282,118",24/05/1985,09/09/2016,09/10/2012,"787,5503846"
78571,N,,30,2,S,BCR,STE,F,"303,1623077",01/01/2013,01/03/2014,21/10/2014,"192,2884615"
78575,N,,46,4,D,HGH,PVE,M,"283,1758462",05/05/1971,13/10/2007,19/02/2013,"2290,543846"
78577,N,,63,0,D,BCR,RET,F,"160,2498462",01/04/2015,01/10/9999,26/09/2016,"2307,692308"
78579,N,,48,0,M,BCR,STE,F,"363,1126154",01/06/2011,01/09/1998,20/09/2016,"2268,491692"
78582,N,,51,3,M,HGH,PVE,M,"317,0538462",01/06/1999,22/03/2013,02/08/2013,"4577,400385"
78583,N,,66,4,W,HGH,RET,F,"223,772",10/07/1981,01/10/9999,13/10/2012,"5371,453846"
78590,N,,34,0,M,BCR,PVE,F,"293,8461538",01/01/2000,01/07/2008,16/09/2016,"182,2228462"
78604,N,,48,11,M,BCR,PVE,F,"671,0620769",19/08/1996,01/04/2007,12/06/2006,"2307,692308"
78606,N,,28,8,S,BCR,PVE,M,"328,8307692",22/03/2008,01/10/9999,08/07/2008,"538,4615385"
78611,N,,49,14,S,BCR,PVE,F,"570,92",01/02/2009,01/09/2002,01/09/2002,"3384,615385"
78615,N,,44,0,M,SEC,PVE,M,"307,6923077",09/06/1973,01/08/2000,22/08/2016,"269,8615385"
78617,N,,55,3,M,HGH,STE,F,"181,7538462",01/02/2015,01/05/2010,12/08/2013,"5083,248154"
78619,N,,65,9,M,PRS,RET,F,"157,6083846",01/01/1974,01/10/9999,28/03/2008,"799,3137692"
78623,N,,50,13,M,BCR,PVE,M,"680,6153846",01/01/2000,01/10/2010,06/05/2004,"2268,491692"
78627,N,,44,0,M,HGH,PVE,F,"174,6923077",31/07/1973,01/03/2014,13/09/2016,"2288,700154"
78638,N,,27,1,M,BCR,PVE,M,"176,3230769",22/04/1990,01/09/2012,08/09/2015,"2288,700154"
78639,N,,28,4,M,HGH,STE,F,"282,5384615",01/09/2013,03/09/2014,11/03/2013,"4536,983462"
78642,N,,31,4,S,HGH,PVE,M,"230,7710769",01/01/1992,01/10/2014,04/02/2013,"4615,384615"
78644,N,,42,13,M,HGH,PVE,M,"387,9846154",25/11/1975,01/03/2002,08/04/2004,"2307,692308"
78647,N,,31,0,S,HGH,PVE,M,"220,5286154",01/01/1993,15/12/2014,15/09/2016,"2307,692308"
78652,N,,65,7,M,HGH,RET,F,"186,9337692",01/01/1974,01/10/9999,31/08/2009,"1975,961538"
78654,N,,56,0,M,HGH,PVE,M,"491,9143077",10/03/1961,01/06/2014,14/09/2016,"2307,692308"
78658,N,,53,1,M,HGH,STE,F,"159,8256154",01/01/2003,01/03/1984,09/07/2015,"807,3685385"
78659,N,,49,12,M,HGH,PVE,F,"475,1130769",06/05/1971,01/06/2015,06/04/2005,"2307,692308"
78660,N,,38,4,S,HGH,PVE,F,"246,2563846",21/10/1979,28/12/2012,24/09/2012,"2930,751231"
78663,N,,53,5,M,BCR,STE,M,"609,2193846",18/10/1964,25/10/2014,12/12/2011,"2276,3"
78669,N,,50,5,M,HGH,PVE,F,"256,1538462",01/07/2003,01/03/2006,01/09/2011,"331,1053846"
78671,N,,25,2,S,HGH,PVE,M,"319,7769231",27/07/1992,27/10/2014,24/07/2014,"2307,692308"
78672,N,,67,0,M,BCR,RET,M,"464,2250769",01/01/1981,01/10/9999,05/10/2016,"2371,153846"
78674,N,,59,1,W,HGH,RET,F,"217,7928462",04/01/2006,23/10/2000,06/08/2015,"243,6923077"
78676,N,,60,7,W,BCR,STE,F,"353,8461538",01/06/2003,16/12/1985,20/03/2010,"275,1367692"
78679,N,,48,11,M,HGH,STE,M,"356,2769231",01/01/2000,04/05/1989,13/07/2005,"2268,491692"
78680,N,,56,9,M,HGH,PVE,M,"173,442",04/02/1987,19/07/2015,03/08/2007,"2307,692308"
78682,N,,51,13,S,BCR,PVE,F,"1089,841308",01/12/2004,01/12/2004,28/04/2004,"7620,337154"
78684,N,,37,4,S,BCR,STE,F,"369,4283846",01/09/2015,08/05/2012,13/11/2012,"1020,821308"
78686,N,,39,13,M,HGH,PVE,F,"567,2090769",29/11/1978,22/03/2004,14/04/2004,"6538,461538"
78689,N,,48,3,M,HGH,PVE,F,"196,0538462",01/01/1994,01/07/2003,19/12/2013,"1638,205308"
78693,N,,58,1,M,HGH,STE,F,"324,5153846",01/08/2011,01/10/1994,06/07/2015,"9070,968615"
