Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
76960,N,,36,2,M,PRS,STE,M,"227,0307692",26/07/1981,06/12/2013,04/09/2014,"2288,700154"
76961,N,,60,8,M,BCR,PVE,M,"723,6307692",01/01/1991,01/02/1988,03/11/2008,"7692,307692"
76974,N,,61,13,M,BCR,RET,F,"328,7609231",17/02/1956,01/10/9999,20/10/2003,"7680,142923"
76976,N,,25,3,S,HGH,PVE,M,"193,4846154",01/07/1992,01/02/2015,07/10/2013,"411,8133846"
76977,N,,49,4,D,HGH,RET,F,"173,1292308",15/09/1968,01/10/9999,25/09/2012,"4544,611923"
76979,N,,35,10,M,HGH,PVE,F,"265,1923077",01/02/2014,01/08/2011,03/04/2007,"2288,700154"
76980,N,,44,5,M,HGH,PVE,M,"314,6169231",02/06/2011,10/09/2007,23/03/2012,"4577,400385"
76981,N,,68,0,M,HGH,RET,M,"210,7184615",21/10/2049,01/10/9999,13/09/2016,"3524,831077"
76982,N,,51,11,M,PRS,STE,F,"213,2384615",30/06/1985,25/11/1988,07/07/2005,"2268,491692"
76984,N,,53,4,M,SEC,RET,M,"159,9384615",01/01/1965,01/10/9999,21/11/2012,"4099,191846"
76987,N,,24,5,S,HGH,PVE,M,"210,3307692",31/03/1993,27/08/2012,03/10/2011,"2288,700154"
76989,N,,54,4,S,HGH,PVE,F,"188,8538462",01/01/2011,01/04/2013,05/03/2013,"1461,313231"
76990,N,,51,12,D,BCR,PVE,F,"905,8153846",01/02/2014,10/10/1994,13/06/2005,"6995,652462"
76991,N,,57,4,W,BCR,STE,M,"330,7692308",20/06/1991,02/02/1988,27/11/2012,"975,8319231"
76996,N,,63,0,M,HGH,RET,F,"181,4880769",01/05/1989,01/10/9999,09/09/2016,"2307,692308"
76998,N,,30,0,S,HGH,PVE,M,"179,8143846",01/01/2011,01/06/2012,09/09/2016,"2288,700154"
77003,N,,35,5,M,SEC,PVE,M,"261,0230769",27/04/1982,01/04/2008,14/10/2011,"5216,469923"
77005,N,,57,10,M,HGH,STE,F,"166,5090769",21/03/2005,11/04/1984,04/04/2007,"221,6584615"
77006,N,,66,6,M,HGH,RET,F,"168,8615385",31/12/1971,01/10/9999,24/11/2010,"3139,086846"
77007,N,,50,2,S,HGH,PVE,M,"215,7",01/07/1967,01/02/2012,18/06/2015,"3917,643769"
77009,N,,50,11,M,BCR,STE,F,"428,866",24/04/2002,16/09/1994,27/10/2005,"7629,000615"
77012,N,,43,1,M,HGH,PVE,F,"172,7307692",10/08/1974,20/06/2015,20/04/2016,"2288,700154"
77014,N,,63,9,M,HGH,RET,F,"201,7801538",01/01/1979,01/10/9999,23/05/2008,"1523,826"
77016,N,,33,2,M,BCR,PVE,F,"310,5081538",01/01/1985,01/08/2013,30/07/2014,"8615,444077"
77017,N,,69,4,M,BCR,RET,M,"220,2509231",01/01/1959,01/10/9999,22/02/2013,"2114,898538"
77023,N,,30,0,S,BCR,PVE,M,"519,2307692",29/12/1987,04/05/2015,13/09/2016,"377,3218462"
77029,N,,49,10,M,HGH,PVE,M,"305,3483077",01/01/1998,22/08/2014,18/06/2007,"3533,415846"
77030,N,,51,3,M,HGH,PVE,M,"172,9615385",01/01/1967,19/02/2014,26/02/2014,"2289,671462"
77036,N,,69,8,M,BCR,RET,M,"302,5872308",23/12/1985,01/10/9999,23/03/2009,"2132,56"
77040,N,,58,0,M,HGH,PVE,M,"231,6538462",01/12/1975,28/06/2003,05/09/2016,"419,8438462"
77043,N,,40,5,S,BCR,STE,M,"426,3769231",01/01/1987,01/07/1999,18/11/2011,"3778,401538"
77044,N,,72,8,W,HGH,RET,F,"140,1470769",02/09/1999,01/10/9999,11/11/2008,"458,9688462"
77045,N,,53,11,M,HGH,PVE,F,"212,4229231",10/01/2000,14/12/1996,06/02/2006,"2288,700154"
77046,N,,54,10,M,HGH,PVE,M,"209,8307692",10/03/1963,01/08/1986,12/09/2006,"210,8817692"
77056,N,,32,2,M,HGH,PVE,M,"180,1347692",05/02/1985,01/05/2015,12/03/2015,"1193,212385"
77059,N,,34,4,S,HGH,PVE,M,"264,6473846",05/04/1983,01/11/2012,03/12/2012,"2307,692308"
77061,N,,47,14,M,HGH,PVE,F,"551,8615385",25/07/2000,01/01/2016,18/10/2002,"1493,178615"
77064,N,,37,8,M,HGH,PVE,M,"364,2461538",16/11/1980,05/03/2008,23/06/2009,"3130,661077"
77071,N,,64,4,M,HGH,RET,M,"308,5521538",19/05/1953,09/09/1998,22/06/2013,"515,6544615"
77074,N,,34,1,M,HGH,PVE,F,"255,2307692",01/05/2000,18/01/2016,02/02/2016,"2268,491692"
77077,N,,42,13,M,HGH,STE,M,"315,9536154",30/01/1975,01/07/1997,24/11/2003,"738,3783846"
77078,N,,38,2,M,HGH,SFE,M,"192,3076923",04/06/1979,13/05/2011,27/09/2014,"2288,700154"
77084,N,,41,1,M,PRS,PVE,F,"583,1916154",01/03/2001,22/10/2015,09/04/2016,"2279,084615"
77085,N,,47,12,M,BCR,STE,M,"415,4153846",09/12/1970,01/07/2010,02/02/2005,"2268,491692"
77089,N,,29,8,D,HGH,PVE,F,"186,9923077",24/08/1988,10/12/2014,06/10/2008,"2288,700154"
77092,N,,37,10,D,BCR,PVE,F,"231,1283846",01/05/2008,20/09/2008,18/04/2007,0
77093,N,,51,0,M,HGH,STE,F,"269,2307692",01/01/1995,01/09/2006,08/09/2016,"277,07"
77098,N,,35,8,S,BCR,STE,M,"542,6230769",01/12/1982,16/07/2010,15/06/2009,"4536,983462"
77101,N,,61,2,M,HGH,RET,F,"145,0178462",01/08/2007,01/10/9999,19/01/2015,"1610,077769"
77102,N,,55,13,M,HGH,PVE,F,"243,3633077",17/01/1991,03/04/2006,21/01/2004,"3484,243692"
77103,N,,36,1,M,BCR,STE,M,"377,3625385",01/03/2012,15/01/2007,14/07/2015,"1238,908538"
77104,N,,65,11,M,HGH,RET,M,"390,3113846",08/01/1980,01/10/9999,29/08/2005,"3889,905538"
77106,N,,27,4,M,HGH,PVE,F,"161,9461538",01/09/2010,19/11/2014,20/08/2012,"4186,202231"
77108,N,,38,9,M,BCR,STE,F,"466,5852308",15/05/2008,01/09/2007,20/09/2007,"1324,882077"
77110,N,,22,2,S,HGH,PVE,F,"203,2538462",27/01/1995,10/02/2016,19/01/2015,"266,6180769"
77113,N,,26,1,S,HGH,PVE,F,"163,5153846",19/01/1991,01/06/2015,15/07/2015,"2288,700154"
77115,N,,65,3,M,HGH,RET,F,"158,6538462",01/05/1971,01/10/9999,22/07/2013,"3923,858615"
77122,N,,35,7,S,BCR,PVE,M,"187,9769231",25/05/1982,16/11/2009,19/11/2009,"2268,491692"
77126,N,,69,11,M,HGH,RET,F,"157,4626154",01/01/1967,01/10/9999,23/09/2005,"622,3848462"
77127,N,,66,11,M,HGH,RET,M,"258,5136923",01/04/1986,01/10/9999,26/04/2006,"1050,274462"
77134,N,,61,9,M,HGH,RET,M,"318,2498462",01/04/1994,01/10/9999,04/03/2008,"5635,096538"
77135,N,,61,12,M,HGH,RET,M,"225,7163077",06/01/1956,01/10/9999,23/06/2005,"3923,858615"
77145,N,,57,3,M,HGH,PVE,M,"191,8601538",01/01/2004,19/03/2006,21/05/2014,"2307,692308"
77146,N,,46,12,M,HGH,STE,F,"95,46153846",01/01/1994,03/10/2002,26/07/2004,"2947,128"
77149,N,,66,12,M,HGH,RET,M,"296,6693846",21/11/1951,01/10/9999,29/06/2005,"5328,599923"
77150,N,,36,0,M,HGH,STE,M,"348,2573846",02/02/1981,01/01/2007,25/08/2016,"7692,307692"
77155,N,,26,0,S,HGH,PVE,M,"274,9739231",01/12/1991,01/04/2013,30/08/2016,"2307,692308"
77161,N,,45,10,M,HGH,PVE,F,"319,0150769",19/10/1996,01/04/2008,27/10/2006,"2288,700154"
77165,N,,60,11,M,HGH,PVE,M,"360,7649231",01/10/1988,01/04/1981,09/11/2005,"2288,700154"
77168,N,,35,10,M,HGH,PVE,M,"175,8193846",01/10/2011,15/10/2011,01/02/2007,"4577,400385"
77170,N,,40,4,M,HGH,STE,F,"284,5923077",15/01/2000,03/09/2007,05/10/2012,"665,5530769"
77172,N,,64,11,W,HGH,RET,F,"199,2826923",28/11/2003,01/10/9999,09/07/2005,"3923,858615"
77173,N,,39,7,M,BCR,PVE,M,"176,3692308",15/07/1978,01/10/9999,24/08/2009,"2366,339615"
77175,N,,51,0,S,BCR,PVE,M,"284,6153846",13/08/1966,01/07/2013,13/09/2016,"467,0883846"
77179,N,,47,4,S,BCR,PVE,M,"2230,1",12/05/1970,16/07/2012,25/07/2012,"2818,443385"
77181,N,,48,12,M,HGH,STE,M,"321,8823077",01/01/2008,13/01/2005,31/01/2005,"1772,251769"
77185,N,,58,3,W,HGH,STE,F,"221,8461538",14/02/1980,08/10/1979,15/07/2013,"4250,647154"
77186,N,,68,11,M,BCR,RET,F,"236,0461538",01/09/1995,01/10/9999,10/11/2005,"83,044"
77189,N,,26,2,M,HGH,PVE,M,"339,5067692",25/05/1991,01/05/2013,17/12/2014,"2268,491692"
77190,N,,46,6,M,HGH,STE,M,"287,6384615",15/05/1971,11/07/2010,24/01/2011,"2288,700154"
77193,N,,32,0,M,BCR,STE,M,"565,2769231",01/10/2013,01/04/2011,08/09/2016,"7629,000615"
77194,N,,50,10,M,PRS,PVE,F,"239,5771538",13/04/2007,01/07/2016,04/04/2007,"959,1764615"
77201,N,,30,0,S,HGH,PVE,F,"173,2084615",01/01/2007,15/01/2014,12/09/2016,"3002,690077"
77203,N,,47,2,M,HGH,PVE,M,"287,0461538",16/05/1970,08/05/2006,09/02/2015,"5477,071462"
77204,N,,44,14,M,MAS,STE,F,"957,8853077",01/08/2008,09/04/2001,02/07/2003,"4577,400385"
77206,N,,35,10,S,HGH,PVE,M,"191,5384615",01/09/2014,01/01/2010,10/10/2006,"2014,662538"
77209,N,,31,2,S,HGH,PVE,M,"184,6153846",24/09/1986,01/04/2009,08/12/2014,"5216,469923"
77211,N,,46,10,S,MAS,PVE,F,"1731,253846",01/06/2010,01/06/2007,05/06/2007,"7629,000615"
77214,N,,31,8,S,HGH,PVE,F,"179,6230769",01/01/2000,15/01/2008,05/05/2009,"2307,692308"
77219,N,,53,5,M,BCR,STE,F,"436,7769231",01/01/2002,25/07/1996,02/02/2012,"1373,614769"
77222,N,,44,0,M,HGH,PVE,M,"269,2307692",26/01/1973,01/04/2012,08/09/2016,"844,8913846"
77228,N,,38,4,M,HGH,STE,F,"384,6153846",01/01/2010,01/04/2013,05/04/2013,"1237,647769"
77233,N,,36,0,M,BCR,STE,F,"340,9948462",01/01/2006,01/10/2008,09/08/2016,"7692,307692"
77238,N,,33,3,M,HGH,PVE,F,"439,2468462",01/01/2013,01/08/2013,29/08/2013,"4615,384615"
77244,N,,40,11,M,HGH,PVE,M,"253,1363077",07/07/1977,02/11/2005,15/11/2005,"2268,491692"
77246,N,,37,13,M,BCR,PVE,M,"654,8284615",30/06/2008,01/08/2003,30/07/2003,"1649,817692"
77253,N,,60,14,D,HGH,RET,M,"221,3749231",01/05/2004,01/10/9999,02/04/2003,"438,4239231"
77254,N,,47,8,M,HGH,STE,M,"330,7692308",30/11/1970,21/04/1997,01/06/2009,"237,6923077"
77260,N,,31,0,S,BCR,PVE,F,"1332,338462",01/01/2005,01/12/2012,30/08/2016,"7561,639077"
77271,N,,70,11,M,HGH,RET,F,"150,2422308",01/01/1995,01/10/9999,02/11/2005,"3563,995615"
77277,N,,65,10,W,HGH,RET,F,"180,7069231",01/01/1969,01/10/9999,27/07/2006,"503,4298462"
77280,N,,70,11,W,HGH,RET,F,"222,5407692",09/02/2008,01/10/9999,08/09/2005,"1467,873154"
77284,N,,44,0,M,HGH,PVE,F,"180,0153846",01/01/2001,01/03/2016,13/09/2016,"2302,831846"
77286,N,,62,10,M,HGH,RET,M,"446,6143077",01/01/1991,01/10/9999,12/10/2006,"2268,491692"
77291,N,,39,0,M,HGH,OTH,F,"216,2263077",01/09/2009,01/10/9999,07/09/2016,"518,4194615"
77296,N,,48,12,S,BCR,PVE,F,"738,1769231",01/01/1983,01/01/2005,25/10/2004,"2013,922385"
77303,N,,71,7,S,HGH,RET,F,"948,6243846",12/05/2010,01/10/9999,28/05/2010,"5282,491692"
77310,N,,48,10,M,SEC,STE,M,"375,0893846",01/01/2008,01/10/2002,25/01/2007,"2608,129231"
77320,N,,45,11,M,BCR,PVE,M,"377,2854615",08/10/1999,16/10/2004,12/06/2006,"9149,144154"
77322,N,,67,9,M,HGH,RET,M,"217,7472308",08/09/1975,01/10/9999,23/01/2008,"365,3721538"
77327,N,,62,5,M,HGH,STE,M,"568,4770769",01/05/1992,03/09/2014,19/03/2012,"2268,491692"
77329,N,,38,11,M,HGH,PVE,M,"314,0559231",01/01/2007,08/12/2014,03/02/2006,"1473,797462"
77335,N,,31,9,M,HGH,STE,M,"262,0230769",01/01/2010,01/12/2014,11/12/2007,"2268,491692"
77337,N,,57,13,M,BCR,STE,M,"518,4154615",18/07/1995,11/06/2002,07/08/2003,"1384,615385"
77339,N,,24,2,S,HGH,PVE,F,"233,0230769",01/07/1993,13/12/2013,08/12/2014,"2268,491692"
77341,N,,57,1,M,HGH,RET,M,"184,52",01/01/1999,01/10/9999,15/07/2015,"2596,921154"
77344,N,,43,2,M,BCR,PVE,M,"186,8615385",01/09/2010,01/09/2010,15/09/2014,"3042,817462"
77349,N,,64,15,M,HGH,RET,F,"210,5385385",01/01/1987,01/10/9999,12/03/2002,"1379,541231"
77350,N,,52,0,M,HGH,STE,F,"175,4076923",01/01/1986,01/10/1996,15/09/2016,"2288,700154"
77356,N,,53,11,M,HGH,SFE,M,"225,5769231",09/06/1964,25/09/2014,10/01/2006,"4577,400385"
77357,N,,48,8,M,SEC,PVE,F,"184,6153846",01/01/2000,01/08/2013,05/12/2008,"4577,400385"
77361,N,,62,0,W,HGH,RET,F,"383,6707692",01/01/1977,01/10/9999,03/10/2016,"2307,692308"
77364,N,,46,6,M,HGH,PVE,M,"435,9",01/01/2001,01/04/2014,18/05/2011,"7692,307692"
77366,N,,46,3,M,PRS,PVE,F,"171,5384615",10/05/1997,01/08/2011,03/02/2014,"2268,491692"
77372,N,,32,7,M,BCR,STE,F,"332,6",01/04/2011,24/11/2009,30/11/2009,"7629,000615"
77376,N,,50,10,M,HGH,PVE,M,"725,5334615",14/06/2001,14/04/2010,20/07/2006,"9484,615385"
77378,N,,45,11,M,MAS,STE,F,"408,7236154",08/04/2015,14/10/2013,07/09/2005,"6797,307692"
77390,N,,57,3,M,BCR,RET,F,"769,2307692",01/01/2005,10/05/2002,27/12/2013,"115,3919231"
77391,N,,56,0,M,HGH,PVE,F,"177,7652308",03/05/1990,01/10/9999,01/09/2016,"2288,700154"
77392,N,,31,3,M,BCR,PVE,F,"375,3846154",29/05/1986,01/07/2009,10/12/2013,"2307,692308"
77397,N,,39,10,M,HGH,PVE,F,"318,2692308",01/01/2010,22/10/2007,06/06/2007,"2307,692308"
77404,N,,58,4,M,HGH,RET,F,"203,7858462",02/02/1981,01/10/9999,22/01/2013,"1146,057692"
77405,N,,62,12,M,BCR,STE,M,1000,01/01/1997,01/09/2007,08/04/2005,"6418,680923"
77406,N,,45,4,M,HGH,PVE,F,"180,5",05/08/2010,22/11/2013,19/06/2013,"948,4615385"
77408,N,,65,11,M,HGH,RET,F,"255,6963077",30/12/1999,01/10/9999,26/07/2005,"5328,599923"
77410,N,,40,9,M,BCR,PVE,M,"792,6359231",01/01/2000,17/06/2009,17/04/2008,"4615,384615"
77411,N,,44,12,M,HGH,PVE,F,"350,3455385",01/08/2004,14/01/2006,08/06/2005,"1194,542846"
77412,N,,62,11,M,HGH,RET,M,"252,0338462",28/08/1986,01/10/9999,08/11/2005,"1879,909769"
77413,N,,45,11,M,HGH,PVE,M,"446,1923077",01/12/2011,01/07/2007,20/04/2006,"2307,692308"
77417,N,,24,0,S,HGH,PVE,F,"169,9692308",01/07/2010,01/10/2015,29/09/2016,"2307,692308"
77425,N,,46,12,M,PHD,STE,M,"701,9743077",01/01/2006,26/05/2000,06/09/2004,"3229,947769"
77427,N,,25,3,S,HGH,PVE,M,"179,5307692",18/04/1992,01/05/2012,10/09/2013,"3067,477308"
77428,N,,51,1,M,HGH,PVE,M,"192,3076923",27/06/1966,06/02/2014,04/02/2016,"2288,700154"
77431,N,,46,12,M,HGH,PVE,F,"401,2733077",01/04/2004,06/06/2005,21/06/2005,"1692,307692"
77432,N,,51,10,S,BCR,STE,F,"331,5496923",15/10/1966,11/09/2000,22/05/2007,"569,2353077"
77438,N,,61,12,M,HGH,RET,M,"355,5306923",01/10/1966,01/10/9999,02/06/2005,"1908,427615"
77441,N,,30,2,M,HGH,STE,M,"388,8384615",14/11/1987,15/12/2009,13/01/2015,"7692,307692"
77451,N,,56,12,M,HGH,STE,F,"281,7923077",01/01/1993,20/08/1987,02/11/2004,"2675,737308"
77453,N,,42,5,S,HGH,PVE,M,"379,2588462",01/01/2003,12/06/2002,09/03/2012,"1041,706077"
77454,N,,63,0,W,HGH,RET,F,"196,1167692",01/01/1981,01/10/9999,29/09/2016,"4189,038462"
77456,N,,59,12,M,HGH,PVE,F,"335,7284615",08/08/1977,08/03/2012,16/03/2005,"6923,076923"
77459,N,,39,4,M,HGH,PVE,M,"271,2050769",05/06/2007,04/03/2013,03/04/2013,"4577,400385"
77465,N,,37,9,M,HGH,PVE,F,"153,3",31/12/2004,01/04/2009,08/10/2007,"369,1657692"
77468,N,,28,0,M,HGH,PVE,F,"307,6923077",15/06/2014,01/07/2009,05/10/2016,"467,3823077"
77469,N,,67,0,M,HGH,RET,M,"300,2116923",16/07/1950,01/10/9999,22/09/2016,"5371,453846"
77470,N,,29,3,S,HGH,PVE,M,"230,7692308",01/01/2013,25/04/2015,28/10/2013,"3951,923077"
77477,N,,71,10,M,HGH,RET,M,"298,9307692",01/01/1973,01/10/9999,30/01/2007,"3556,730769"
77478,N,,24,4,S,HGH,STE,M,"594,4826923",02/09/1993,03/09/2014,06/06/2013,"2268,491692"
77485,N,,60,9,M,HGH,RET,F,"231,5983077",22/05/2000,01/10/9999,09/08/2007,"4577,400385"
77489,N,,43,6,M,BCR,STE,M,"475,4076923",04/03/1974,06/12/2013,27/12/2010,"5230,769231"
77493,N,,69,9,M,HGH,RET,M,"190,4061538",01/08/1986,01/10/9999,19/07/2007,"2766,346154"
77506,N,,70,10,W,HGH,RET,F,"223,9893077",01/01/1972,01/10/9999,27/02/2007,"1940,394231"
77507,N,,60,3,M,BCR,STE,M,"384,7108462",10/06/1994,22/02/1982,26/11/2013,"5137,5"
77514,N,,50,9,M,PRS,PVE,M,"251,3615385",10/03/1967,25/10/2011,20/09/2007,"4615,384615"
77515,N,,35,11,S,HGH,PVE,M,800,20/12/1982,01/09/2015,26/10/2005,"4615,384615"
77521,N,,54,11,W,BCR,STE,F,"380,026",01/01/1978,01/09/1998,19/09/2005,"2307,692308"
77522,N,,57,0,M,HGH,PVE,F,"253,8461538",01/01/1992,01/07/2012,07/07/2016,"249,1615385"
77524,N,,43,9,M,HGH,STE,F,"233,3496923",01/05/1996,04/11/1995,29/11/2007,"762,1953077"
77529,N,,37,9,M,HGH,STE,M,"500,2766154",01/11/2008,21/07/2011,07/06/2008,"5676,974769"
77534,N,,32,5,M,HGH,RET,M,"166,9126154",01/01/1998,01/10/9999,16/11/2011,"4830,037462"
77544,N,,41,4,W,HGH,PVE,F,"230,7692308",01/01/2010,01/06/2011,22/04/2013,"396,0746154"
77545,N,,55,11,M,BCR,STE,F,"391,8531538",01/10/1983,25/06/1997,17/11/2005,"5258,532538"
77550,N,,62,10,M,HGH,PVE,M,"493,1461538",25/08/2002,27/12/2003,13/10/2006,"6099,664"
77557,N,,54,12,M,BCR,PVE,F,"1320,482769",01/01/2000,01/01/2010,05/05/2005,"4536,983462"
77563,N,,51,2,M,HGH,STE,F,"405,3364615",01/01/1990,26/01/1993,06/11/2014,"285,1978462"
77569,N,,30,4,S,BCR,PVE,M,"209,3307692",20/06/1996,01/05/2014,14/11/2012,"6161,247308"
77575,N,,61,1,M,BCR,RET,F,"238,4615385",01/01/1996,29/07/2001,11/05/2016,223
77576,N,,36,1,S,HGH,PVE,M,"199,0486923",15/06/2007,01/01/2016,04/03/2016,"2307,692308"
77578,N,,37,15,M,HGH,PVE,F,"642,5685385",15/03/2001,15/10/2001,19/10/2001,"11153,84615"
77583,N,,61,0,M,HGH,PVE,M,"163,4923077",07/08/1956,01/03/2007,21/09/2016,"2288,700154"
77592,N,,49,13,M,HGH,STE,F,"384,6153846",19/12/1986,01/12/1990,18/12/2003,"460,2855385"
77595,N,,63,0,W,HGH,RET,F,"246,1538462",05/05/1970,18/12/2001,30/09/2016,"474,9220769"
77597,N,,52,2,M,HGH,PVE,M,"413,4801538",20/02/2000,01/03/2000,20/02/2015,"724,4069231"
77598,N,,42,10,M,BCR,PVE,M,"408,845",01/03/2010,01/07/2010,09/08/2006,"2307,692308"
77601,N,,54,2,M,HGH,RET,M,"249,2307692",15/07/1994,01/07/2000,14/04/2015,"369,9256923"
77604,N,,32,1,M,HGH,PVE,M,"447,4007692",01/01/2005,01/10/2011,26/01/2016,"4615,384615"
77607,N,,59,0,M,HGH,RET,M,"288,5571538",16/08/1958,08/12/2001,20/09/2016,"217,8072308"
77609,N,,47,13,M,BCR,STE,F,"540,0230769",25/10/2001,21/11/2011,19/11/2003,"3222,240154"
77611,N,,37,10,M,HGH,PVE,M,"659,6343077",19/11/1980,01/07/2016,11/10/2006,"1198,970615"
77617,N,,64,7,M,HGH,RET,M,"164,2556923",01/01/2010,01/10/9999,03/08/2009,"1604,670231"
77620,N,,45,13,M,BCR,PVE,M,"1066,201846",15/08/2015,18/11/2009,28/01/2004,"4577,400385"
77624,N,,64,11,M,HGH,RET,M,"307,4783077",11/08/2002,01/10/9999,12/10/2005,"4140,306923"
77626,N,,48,8,M,HGH,PVE,M,"216,4153846",13/08/1969,03/12/1999,27/08/2008,"2629,266308"
77629,N,,59,4,M,BCR,STE,F,"331,8329231",01/01/2000,01/09/2001,09/07/2012,"682,1913077"
77632,N,,68,14,M,BCR,RET,M,"325,0076923",02/02/2000,01/10/9999,20/12/2002,"1383,173077"
77634,N,,24,2,M,HGH,STE,M,"298,0153846",27/10/2014,01/01/2015,20/05/2015,"6492,302846"
77637,N,,55,0,M,BCR,RET,M,"423,0769231",30/09/1962,16/12/2001,28/09/2016,"475,3053846"
77639,N,,49,3,M,HGH,PVE,F,"171,3076923",01/04/2005,01/11/2009,30/07/2013,"2307,692308"
77641,N,,26,5,S,HGH,PVE,M,"257,7769231",06/04/1991,08/02/2012,07/02/2012,"3608,609231"
77643,N,,32,3,S,HGH,PVE,M,"265,3230769",16/08/1985,01/11/2015,10/01/2014,"2307,692308"
77646,N,,65,14,M,BCR,STE,M,"1340,861538",01/01/1990,01/08/1987,04/07/2003,"2265,313615"
77647,N,,25,2,S,HGH,PVE,M,"218,4837692",18/06/1992,14/04/2015,06/04/2015,"2307,692308"
77648,N,,53,0,M,BCR,STE,M,"698,7307692",01/01/2005,27/07/1987,27/09/2016,"4536,983462"
77649,N,,44,11,M,BCR,STE,F,"352,168",01/09/2007,01/09/2015,08/02/2006,"3846,153846"
77650,N,,63,0,M,HGH,RET,F,"234,5366154",26/01/2005,01/10/9999,12/09/2016,"2731,005538"
77652,N,,60,7,M,BCR,RET,F,"186,137",01/12/1995,01/10/9999,10/06/2010,"238,0016154"
77657,N,,54,0,M,HGH,STE,F,"461,5384615",01/06/1996,01/06/2000,28/09/2016,"167,3836923"
77658,N,,62,12,W,HGH,RET,F,"198,8380769",01/12/2008,20/02/1974,20/09/2004,"190,1538462"
77659,N,,59,11,M,HGH,STE,M,"416,6",29/11/1984,03/06/1980,05/11/2005,"4615,384615"
77663,N,,45,12,M,HGH,PVE,F,"1218,715385",13/11/2011,28/01/2014,01/04/2005,"4615,384615"
77668,N,,38,12,M,BCR,PVE,F,"2635,676923",01/11/2006,01/03/2006,20/12/2004,"2268,491692"
77670,N,,63,2,W,HGH,RET,F,"246,0026154",01/01/1988,01/10/9999,10/10/2014,"5366,711538"
77672,N,,32,5,M,BCR,PVE,M,"252,2931538",11/03/1985,01/07/2014,24/10/2011,"1134,854"
77681,N,,68,4,M,HGH,RET,M,"302,3405385",01/01/1972,01/10/9999,17/09/2012,"4019,600692"
77686,N,,53,12,M,HGH,PVE,M,"632,506",26/05/1964,23/09/1985,25/03/2005,"805,566"
77689,N,,48,12,M,HGH,PVE,F,"719,3846154",11/10/2014,07/05/2001,10/02/2005,"4382,110462"
77699,N,,40,10,S,MAS,STE,M,"295,7836923",01/08/1994,17/09/2008,29/01/2007,"762,9"
77708,N,,55,10,M,HGH,STE,F,"274,5260769",01/09/1993,14/09/1995,23/10/2006,"4592,969615"
77712,N,,28,4,S,HGH,PVE,M,"163,6640769",28/09/1989,01/08/2009,29/05/2013,"2371,153846"
77715,N,,46,12,M,BCR,STE,F,"600,3538462",28/02/1998,14/09/2004,21/02/2005,"4615,384615"
77718,N,,50,0,M,HGH,STE,F,"218,4523077",17/05/1997,20/05/2004,28/09/2016,"2268,491692"
77720,N,,36,2,M,BCR,PVE,M,"849,7076923",01/10/2010,03/10/2013,19/06/2015,"4615,384615"
77721,N,,49,12,D,HGH,PVE,F,"209,3230769",01/10/2013,01/09/2000,04/09/2004,"3477,473077"
77724,N,,45,0,M,BCR,STE,F,"792,2076923",03/04/1995,12/12/2001,18/07/2016,"246,0769231"
77727,N,,57,11,D,BCR,STE,M,"951,1153846",31/12/2014,01/04/1985,25/07/2005,"9692,307692"
77733,N,,32,5,S,HGH,PVE,M,"468,3817692",02/02/1985,05/02/2014,27/07/2011,"1614,737231"
77737,N,,48,12,S,BCR,PVE,F,"1423,472077",01/01/1990,01/01/2010,22/12/2004,"733,7600769"
77739,N,,61,0,M,BCR,RET,M,"802,2230769",31/08/1956,01/10/9999,16/09/2016,"13680,76285"
77740,N,,40,9,M,HGH,STE,F,"264,2723846",01/01/2002,04/08/2009,06/12/2007,"4955,399077"
77741,N,,43,12,M,BCR,STE,F,"461,7846154",29/05/1974,07/06/2000,15/04/2005,"9230,769231"
77743,N,,25,5,S,HGH,STE,M,"506,5739231",15/10/1992,03/09/2016,17/04/2012,"1548,997308"
77747,N,,66,13,M,HGH,RET,F,"369,9435385",01/01/1995,01/10/9999,12/11/2003,"717,2369231"
77749,N,,52,1,M,HGH,PVE,M,"344,1284615",07/10/1965,01/12/2015,14/12/2015,"2268,491692"
77752,N,,38,3,S,BCR,PVE,M,"638,2769231",01/01/2011,10/03/2006,03/08/2013,"4615,384615"
77756,N,,69,11,M,HGH,RET,M,"403,4926154",01/01/1989,01/10/9999,30/03/2006,"4742,307692"
77757,N,,47,14,D,HGH,PVE,F,"0,769230769",18/11/2003,01/04/2004,30/09/2002,"2152,253769"
77758,N,,40,13,M,HGH,PVE,F,"231,1",01/01/2007,01/11/2015,17/06/2004,"4577,400385"
77761,N,,40,1,M,HGH,STE,M,"651,5923077",01/05/2012,01/10/9999,06/06/2016,"705,1538462"
77762,N,,38,4,M,HGH,PVE,M,"192,3076923",31/08/1979,01/09/2014,25/12/2012,"1074,923077"
77770,N,,30,7,S,HGH,PVE,M,"350,8866154",01/10/2015,24/02/2014,05/02/2010,"2423,076923"
77774,N,,38,5,S,BCR,STE,F,"289,5979231",01/02/2011,01/02/2006,16/12/2011,"2307,692308"
